Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Multiple Sclerosis	C0026769	LINC01194	404663		long intergenic non-protein coding RNA 1194		249	0.47	0.769		0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	ERVFRD-1	405754	P60508	endogenous retrovirus group FRD member 1, envelope		10	0.805	0.115	0.025857	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	ARNTL	406	O00327	aryl hydrocarbon receptor nuclear translocator like	Transcription factor	200	0.51	0.885	0.99444	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	LY6E	4061	Q16553	lymphocyte antigen 6 family member E		115	0.563	0.808	0.3211	0.01		1.0	1	0	2004	2004
Multiple Sclerosis	C0026769	MIRLET7E	406887		microRNA let-7e		72	0.592	0.769		0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	MIRLET7I	406891		microRNA let-7i		86	0.575	0.615		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR106A	406899		microRNA 106a		140	0.524	0.846		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR125A	406910		microRNA 125a		225	0.48	0.769		0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	MIR126	406913		microRNA 126		305	0.447	0.846		0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	MIR127	406914		microRNA 127		105	0.553	0.692		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR132	406921		microRNA 132		222	0.485	0.846		0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	MIR15A	406948		microRNA 15a		221	0.482	0.808		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	MIR15B	406949		microRNA 15b		134	0.532	0.769		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR18A	406953		microRNA 18a		154	0.52	0.846		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MIR191	406966		microRNA 191		112	0.548	0.731		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR19B1	406980		microRNA 19b-1		144	0.529	0.769		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	MIR210	406992		microRNA 210		277	0.46	0.846		0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	MIR214	406996		microRNA 214		221	0.48	0.808		0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	MIR219A1	407002		microRNA 219a-1		75	0.595	0.615		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR22	407004		microRNA 22		195	0.496	0.808		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	MIR23A	407010		microRNA 23a		174	0.499	0.808		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR25	407014		microRNA 25		148	0.517	0.769		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR26A1	407015		microRNA 26a-1		38	0.653	0.577		0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	MIR27B	407019		microRNA 27b		141	0.529	0.769		0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	MIR29B1	407024		microRNA 29b-1		212	0.485	0.846		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	MIR29B2	407025		microRNA 29b-2		214	0.484	0.885		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	MIR301A	407027		microRNA 301a		102	0.558	0.808		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR30A	407029		microRNA 30a		218	0.478	0.808		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR30D	407033		microRNA 30d		97	0.563	0.654		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MIR31	407035		microRNA 31		235	0.471	0.769		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR320A	407037		microRNA 320a		145	0.526	0.808		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR34A	407040		microRNA 34a		428	0.421	0.846		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MIR96	407053		microRNA 96		134	0.536	0.769		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MIR99B	407056		microRNA 99b		52	0.633	0.615		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TNFSF12-TNFSF13	407977	O43508	TNFSF12-TNFSF13 readthrough		91	0.579	0.615	0.76997	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SMAD4	4089	Q13485	SMAD family member 4	Transcription factor	575	0.401	0.808	0.99881	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	ASIC1	41	P78348	acid sensing ion channel subunit 1	Ion channel	52	0.653	0.615	0.93017	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	ARSA	410	P15289	arylsulfatase A	Enzyme	376	0.448	0.923	1.0893e-11	0.01		1.0	1	0	1991	1991
Multiple Sclerosis	C0026769	MAP2	4133	P11137	microtubule associated protein 2		126	0.537	0.692	1.0	0.01		1.0	1	0	1999	1999
Multiple Sclerosis	C0026769	MARK3	4140	P27448	microtubule affinity regulating kinase 3	Kinase	24	0.729	0.423	1.4273e-06	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MAS1	4142	P04201	MAS1 proto-oncogene, G protein-coupled receptor	G-protein coupled receptor	142	0.533	0.769	8.2518e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	DEFB103A	414325	P81534	defensin beta 103A		84	0.573	0.731		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MATK	4145	P42679	megakaryocyte-associated tyrosine kinase	Kinase	46	0.656	0.423	2.3097e-06	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	ARSF	416	P54793	arylsulfatase F	Enzyme	41	0.663	0.615	3.1126e-14	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MCC	4163	P23508	MCC regulator of WNT signaling pathway		110	0.568	0.731	4.6577e-16	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	MDK	4192	P21741	midkine	Signaling	209	0.494	0.808	0.23005	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MFAP1	4236	P55081	microfibril associated protein 1	Extracellular structure	357	0.431	0.846	0.79602	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	ASCL2	430	Q99929	achaete-scute family bHLH transcription factor 2	Transcription factor	38	0.691	0.423	0.34557	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MMP8	4317	P22894	matrix metallopeptidase 8	Enzyme	213	0.488	0.808	1.0661e-24	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	MPP1	4354	Q00013	membrane palmitoylated protein 1	Enzyme	54	0.617	0.5	0.9877	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MPZ	4359	P25189	myelin protein zero		249	0.503	0.846	0.27158	0.01		1.0	1	0	2005	2005
Multiple Sclerosis	C0026769	ASMT	438	P46597	acetylserotonin O-methyltransferase		27	0.691	0.346	1.2722e-20	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	POTEKP	440915	Q9BYX7	POTE ankyrin domain family member K, pseudogene		131	0.542	0.769		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR148B	442892		microRNA 148b		78	0.592	0.692		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR340	442908		microRNA 340		99	0.561	0.692		0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	MIR342	442909		microRNA 342		111	0.547	0.769		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR376C	442913		microRNA 376c		51	0.623	0.615		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MSN	4478	P26038	moesin	Cellular structure	140	0.534	0.769	0.99967	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MT2A	4502	P02795	metallothionein 2A		117	0.553	0.808	1.2279e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ATP8	4509	P03928	ATP synthase F0 subunit 8	Transporter	43	0.666	0.615		0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	CYTB	4519	P00156	cytochrome b		166	0.529	0.808		0.01		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	ND2	4536	P03891	MTND2		130	0.601	0.615		0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	ND5	4540	P03915	NADH dehydrogenase, subunit 5 (complex I)	Enzyme	241	0.531	0.769		0.01		1.0	1	1	2008	2008
Multiple Sclerosis	C0026769	MTNR1B	4544	P49286	melatonin receptor 1B	G-protein coupled receptor	93	0.588	0.731	0.00064771	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	TRNL1	4567		tRNA		234	0.534	0.731		0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	MUC1	4582	P15941	mucin 1, cell surface associated		594	0.384	0.885	0.018774	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MYCN	4613	P04198	MYCN proto-oncogene, bHLH transcription factor	Transcription factor	314	0.454	0.808	0.88897	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	MYO9B	4650	Q13459	myosin IXB		65	0.644	0.615	1.0	0.01		0.0	1	0	2009	2009
Multiple Sclerosis	C0026769	MYT1	4661	Q01538	myelin transcription factor 1	Transcription factor	28	0.722	0.423	0.97791	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	ATF3	467	P18847	activating transcription factor 3	Transcription factor	228	0.494	0.885	0.089296	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	NAIP	4671	Q13075	NLR family apoptosis inhibitory protein		53	0.636	0.654	0.00016166	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	ATM	472	Q13315	ATM serine/threonine kinase	Kinase	684	0.374	0.885	5.5884e-47	0.01		1.0	1	0	2002	2002
Multiple Sclerosis	C0026769	NEFM	4741	P07197	neurofilament medium		39	0.674	0.577	0.017983	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	NFATC2	4773	Q13469	nuclear factor of activated T cells 2	Transcription factor	154	0.525	0.731	0.99995	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	NFYA	4800	P23511	nuclear transcription factor Y subunit alpha	Nucleic acid binding	43	0.65	0.654	0.14619	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	NINJ1	4814	Q92982	ninjurin 1	Cell adhesion	37	0.67	0.577	0.11745	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	NINJ2	4815	Q9NZG7	ninjurin 2	Cell adhesion	20	0.751	0.269	0.0010696	0.01		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	NOS3	4846	P29474	nitric oxide synthase 3		706	0.378	0.885	6.7246e-07	0.01		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	NPY	4852	P01303	neuropeptide Y	Signaling	381	0.447	0.846	0.14294	0.01		1.0	1	2	2016	2016
Multiple Sclerosis	C0026769	NOTCH2	4853	Q04721	notch receptor 2		384	0.441	0.808	1.0	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	CCN3	4856	P48745	cellular communication network factor 3	Signaling	117	0.554	0.615	0.0066442	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	NPHS1	4868	O60500	NPHS1 adhesion molecule, nephrin		87	0.597	0.615	2.5376e-14	0.01		1.0	1	0	1997	1997
Multiple Sclerosis	C0026769	NT5E	4907	P21589	5'-nucleotidase ecto	Enzyme	376	0.436	0.885	2.2881e-11	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	NTF3	4908	P20783	neurotrophin 3	Signaling	170	0.519	0.808	0.93201	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	ATP2B2	491	Q01814	ATPase plasma membrane Ca2+ transporting 2	Transporter	51	0.659	0.731	1.0	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR422A	494334		microRNA 422a		38	0.653	0.538		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	OGG1	4968	O15527	8-oxoguanine DNA glycosylase		313	0.453	0.808	3.9314e-12	0.01		1.0	1	1	2015	2015
Multiple Sclerosis	C0026769	OLR1	4973	P78380	oxidized low density lipoprotein receptor 1		133	0.544	0.769	0.007199	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	ACO2	50	Q99798	aconitase 2	Enzyme	74	0.619	0.654	0.20791	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	OSM	5008	P13725	oncostatin M	Signaling	188	0.505	0.769	0.58916	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	P4HB	5034	P07237	prolyl 4-hydroxylase subunit beta		222	0.488	0.808	0.99662	0.01		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	NOX4	50507	Q9NPH5	NADPH oxidase 4	Enzyme	260	0.471	0.885	5.7555e-20	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	IL21R	50615	Q9HBE5	interleukin 21 receptor	Receptor	110	0.55	0.731	0.99835	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	MBL3P	50639		mannose-binding lectin family member 3, pseudogene		152	0.518	0.769		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TRAT1	50852	Q6PIZ9	T cell receptor associated transmembrane adaptor 1		64	0.615	0.692	0.056441	0.01		0.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PC	5091	P11498	pyruvate carboxylase	Enzyme	183	0.515	0.808	0.013834	0.01		1.0	1	0	2020	2020
Multiple Sclerosis	C0026769	PCBP1	5093	Q15365	poly(rC) binding protein 1	Enzyme	49	0.65	0.538	0.90945	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	IBD5	50941		inflammatory bowel disease 5		21	0.705	0.538		0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	TMED5	50999	Q9Y3A6	transmembrane p24 trafficking protein 5	Transporter	35	0.682	0.577	5.2721e-09	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	DESI2	51029	Q9BSY9	desumoylating isopeptidase 2	Enzyme	32	0.691	0.385	0.8483	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	PCK1	5105	P35558	phosphoenolpyruvate carboxykinase 1	Kinase	73	0.608	0.538	8.7476e-15	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	POLR1D	51082	P0DPB5;P0DPB6	RNA polymerase I and III subunit D	Enzyme	84	0.603	0.692	0.36357	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	RMDN1	51115	Q96DB5	regulator of microtubule dynamics 1		123	0.546	0.769	5.8995e-10	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SDF4	51150	Q9BRK5	stromal cell derived factor 4	Calcium-binding protein	74	0.595	0.654	0.0091042	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	EGFL7	51162	Q9UHF1	EGF like domain multiple 7	Calcium-binding protein	68	0.612	0.577	5.5498e-18	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	HSPA14	51182	Q0VDF9	heat shock protein family A (Hsp70) member 14		178	0.502	0.769	0.67359	0.01		1.0	1	0	1992	1992
Multiple Sclerosis	C0026769	CKLF	51192	Q9UBR5	chemokine like factor		36	0.682	0.538	0.0049483	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	PCSK1	5122	P29120	proprotein convertase subtilisin/kexin type 1	Enzyme	140	0.548	0.615	2.745e-09	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	TFDP3	51270	Q5H9I0	transcription factor Dp family member 3	Nucleic acid binding	16	0.751	0.385		0.01		1.0	1	0	2000	2000
Multiple Sclerosis	C0026769	RASL12	51285	Q9NYN1	RAS like family 12	Enzyme modulator	14	0.751	0.385	0.00087102	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	SLC25A37	51312	Q9NYZ2	solute carrier family 25 member 37	Transporter	79	0.597	0.731	0.27886	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	PDE4B	5142	Q07343	phosphodiesterase 4B		108	0.566	0.731	0.4746	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ISYNA1	51477	Q9NPH2	inositol-3-phosphate synthase 1		168	0.51	0.769	2.4934e-05	0.01		0.0	1	0	2004	2004
Multiple Sclerosis	C0026769	HSD17B7	51478	P56937	hydroxysteroid 17-beta dehydrogenase 7		81	0.582	0.5	6.6475e-06	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	RASD1	51655	Q9Y272	ras related dexamethasone induced 1		42	0.666	0.654	0.038736	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	HSPB11	51668	Q9Y547	heat shock protein family B (small) member 11		7	0.839	0.269	0.0020199	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	ENPP2	5168	Q13822	ectonucleotide pyrophosphatase/phosphodiesterase 2	Enzyme	95	0.582	0.769	0.0027913	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ERAP1	51752	Q9NZ08	endoplasmic reticulum aminopeptidase 1	Enzyme	156	0.556	0.692	2.0562e-26	0.01		1.0	1	1	2012	2012
Multiple Sclerosis	C0026769	CFP	5199	P27918	complement factor properdin		108	0.573	0.692	0.68778	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	ABCB1	5243	P08183	ATP binding cassette subfamily B member 1	Transporter	933	0.344	0.885	1.2564e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PLA2G1B	5319	P04054	phospholipase A2 group IB	Enzyme	268	0.468	0.846	1.0057e-10	0.01		1.0	1	0	2009	2009
Multiple Sclerosis	C0026769	PLA2G2A	5320	P14555	phospholipase A2 group IIA	Enzyme	215	0.488	0.808	0.097278	0.01		1.0	1	0	2009	2009
Multiple Sclerosis	C0026769	PLD1	5337	Q13393	phospholipase D1		104	0.576	0.731	4.7758e-21	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	PLTP	5360	P55058	phospholipid transfer protein		62	0.633	0.654	8.9961e-09	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PMP22	5376	Q01453	peripheral myelin protein 22	Cellular structure	341	0.471	0.885	0.90958	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PNMT	5409	P11086	phenylethanolamine N-methyltransferase	Enzyme	37	0.653	0.538	0.0050065	0.01		1.0	1	0	2002	2002
Multiple Sclerosis	C0026769	TREM2	54209	Q9NZC2	triggering receptor expressed on myeloid cells 2		239	0.519	0.769	3.2892e-09	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	POLG	5428	P54098	DNA polymerase gamma, catalytic subunit	Enzyme	462	0.457	0.846	2.0756e-09	0.01		1.0	1	1	2010	2010
Multiple Sclerosis	C0026769	GNG2	54331	P59768	G protein subunit gamma 2	Enzyme modulator	12	0.821	0.346	0.50556	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PON2	5445	Q15165	paraoxonase 2		117	0.566	0.808	5.4352e-05	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	DGCR8	54487	Q8WYQ5	DGCR8 microprocessor complex subunit		101	0.579	0.731	0.99973	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	POU2AF1	5450	Q16633	POU class 2 homeobox associating factor 1		70	0.608	0.615	0.56553	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	DDIT4	54541	Q9NX09	DNA damage inducible transcript 4		92	0.576	0.769	0.00068309	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	DLL4	54567	Q9NR61	delta like canonical Notch ligand 4		219	0.494	0.769	0.99982	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	RRN3	54700	Q9NYV6	RRN3 homolog, RNA polymerase I transcription factor	Transcription factor	26	0.711	0.346	1.618e-05	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	XAF1	54739	Q6GPH4	XIAP associated factor 1		83	0.587	0.769	6.8151e-12	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	TRPM7	54822	Q96QT4	transient receptor potential cation channel subfamily M member 7	Ion channel	151	0.531	0.731	5.2086e-16	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PGPEP1	54858	Q9NXJ5	pyroglutamyl-peptidase I	Enzyme	116	0.581	0.769	0.0084969	0.01		1.0	1	0	1992	1992
Multiple Sclerosis	C0026769	SARS2	54938	Q9NP81	seryl-tRNA synthetase 2, mitochondrial	Enzyme	117	0.57	0.692	9.77e-10	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	MARCHF1	55016	Q8TCQ1	membrane associated ring-CH-type finger 1		126	0.54	0.808	0.0086782	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	SLC52A1	55065	Q9NWF4	solute carrier family 52 member 1	Transporter	160	0.526	0.769	3.5163e-06	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	DARS2	55157	Q6PI48	aspartyl-tRNA synthetase 2, mitochondrial	Enzyme	92	0.638	0.577	9.7876e-13	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	RMDN3	55177	Q96TC7	regulator of microtubule dynamics 3		134	0.534	0.769	5.1687e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SLC25A36	55186	Q96CQ1	solute carrier family 25 member 36	Transporter	4	0.89	0.192	0.033543	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	OGFOD1	55239	Q8N543	2-oxoglutarate and iron dependent oxygenase domain containing 1		5	0.839	0.231	3.3103e-17	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	KIR2DL5B	553128	Q8NHK3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B		27	0.682	0.423		0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	TMEM74B	55321	Q9NUR3	transmembrane protein 74B		2	1.0	0.077	0.00030413	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	TBC1D2	55357	Q9BYX2	TBC1 domain family member 2	Enzyme	6	0.839	0.346	2.9932e-10	0.01		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	MIR448	554212		microRNA 448		63	0.61	0.615		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	PRCC	5546	Q92733	proline rich mitotic checkpoint control factor		24	0.716	0.231	0.96281	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PRCP	5547	P42785	prolylcarboxypeptidase	Enzyme	68	0.633	0.692	8.7577e-12	0.01		1.0	1	0	1992	1992
Multiple Sclerosis	C0026769	TNFRSF19	55504	Q9NS68	TNF receptor superfamily member 19		30	0.7	0.423	0.032926	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	PLXNA3	55558	P51805	plexin A3		42	0.67	0.769	0.054893	0.01		1.0	1	1	2017	2017
Multiple Sclerosis	C0026769	OTUB1	55611	Q96FW1	OTU deubiquitinase, ubiquitin aldehyde binding 1	Enzyme	38	0.67	0.423	0.97107	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	AMBRA1	55626	Q9C0C7	autophagy and beclin 1 regulator 1		35	0.729	0.308	1.0	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	SYBU	55638	Q9NX95	syntabulin	Transporter	120	0.546	0.769	9.7732e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	WDR11	55717	Q9BZH6	WD repeat domain 11		179	0.524	0.808	1.3704e-08	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	ASF1B	55723	Q9NVP2	anti-silencing function 1B histone chaperone	Nucleic acid binding	12	0.769	0.269	6.3325e-05	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	PRKCB	5579	P05771	protein kinase C beta	Kinase	317	0.453	0.885	1.0	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	CSGALNACT1	55790	Q8TDX6	chondroitin sulfate N-acetylgalactosaminyltransferase 1	Enzyme	28	0.716	0.423	9.2684e-14	0.01		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	PRKCE	5581	Q02156	protein kinase C epsilon	Kinase	112	0.597	0.692	0.99988	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	ACOT13	55856	Q9NPJ3	acyl-CoA thioesterase 13		17	0.729	0.423	3.1271e-06	0.01		0.0	1	0	1997	1997
Multiple Sclerosis	C0026769	PKN2	5586	Q16513	protein kinase N2	Kinase	29	0.711	0.423	1.0	0.01		0.0	1	1	2012	2012
Multiple Sclerosis	C0026769	DEFB103B	55894	P81534	defensin beta 103B		87	0.572	0.731		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	KLHL7	55975	Q8IXQ5	kelch like family member 7		135	0.581	0.731	4.559e-05	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	EIF2AK2	5610	P19525	eukaryotic translation initiation factor 2 alpha kinase 2	Kinase	142	0.538	0.769	0.017643	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	PRLR	5618	P16471	prolactin receptor	Signaling	110	0.572	0.692	0.98732	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	PRNP	5621	F7VJQ1;P04156	prion protein		426	0.445	0.923	0.00063182	0.01		1.0	1	1	2005	2005
Multiple Sclerosis	C0026769	PROC	5624	P04070	protein C, inactivator of coagulation factors Va and VIIIa	Enzyme	200	0.504	0.808	1.9118e-05	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	PRSS3	5646	P35030	serine protease 3	Enzyme	59	0.617	0.615	3.5636e-12	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	KLK10	5655	O43240	kallikrein related peptidase 10	Enzyme	70	0.608	0.538	4.3662e-07	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	TWNK	56652	Q96RR1	twinkle mtDNA helicase	Enzyme	245	0.516	0.692	0.0032311	0.01		0.0	1	0	2013	2013
Multiple Sclerosis	C0026769	PSG2	5670	P11465	pregnancy specific beta-1-glycoprotein 2		210	0.492	0.731	1.382e-30	0.01		1.0	1	0	2001	2001
Multiple Sclerosis	C0026769	RETN	56729	Q9HD89	resistin		302	0.454	0.808	0.036545	0.01		1.0	1	1	2013	2013
Multiple Sclerosis	C0026769	ZC3HAV1	56829	Q7Z2W4	zinc finger CCCH-type containing, antiviral 1		23	0.729	0.462	2.3159e-05	0.01		1.0	1	1	2012	2012
Multiple Sclerosis	C0026769	SPHK2	56848	Q9NRA0	sphingosine kinase 2	Kinase	140	0.546	0.731	1.28e-07	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	HMCES	56941	Q96FZ2	5-hydroxymethylcytosine binding, ES cell specific		2	0.931	0.192	1.9468e-07	0.01		1.0	1	0	1984	1984
Multiple Sclerosis	C0026769	FAM20C	56975	Q8IXL6	FAM20C golgi associated secretory pathway kinase		116	0.578	0.731	0.31465	0.01		1.0	1	1	2015	2015
Multiple Sclerosis	C0026769	PSMB9	5698	P28065	proteasome 20S subunit beta 9		167	0.514	0.808	0.0027499	0.01		1.0	1	0	2010	2010
